CLIENTNUMBER,EntityType,ClientName,UnitDescription,Street,City,State_Prov,Country,Fax Number,EMail,URL,Zip Code,Telephone Number,Date Acquired,CountryCode,Industry,DateEntered,ClientType,AccountOfficer,ContactPerson
52714,2,"ATEX MEDIA SOLUTIONS, INC.",,"15 Crosby Drive, Bedford",MA 01730-1418,U. S. A.,,,,,,,,USA,,8/8/2014,D,"Attn.: Mr. Ralph V.G. Bakkensen, Esq.","Attn.: Mr. Ralph V.G. Bakkensen, Esq."
52718,2,TOCHI PATENT OFFICE,,3rd Fl. Yaesu-5-5 Bldg.,"6-5, Yaesu 2-chome, Chuo-ku","Tokyo 104-0028, Japan",,,,,,,,JPN,,8/8/2014,D,Attn.: Yukio Murata,Attn.: Yukio Murata
52722,2,"JONES & ASKEW, LLP",,"2400 Monarch Tower, 3424 Peachtree Rd.","N.E. Atlanta, Georgia 30326",U. S. A.,,,,,,,,USA,,8/8/2014,D,"Attn.: Christopher J. Leonard, Esq","Attn.: Christopher J. Leonard, Esq"
52725,2,"GREENSFELDER, HEMKER & GALE, P.C.",,2000 Equitable Bldg.,"10 South Broadway, St Louis",Missouri 63102-1774 U. S. A.,,,,,,,,USA,,8/8/2014,D,Attn.: Mr. Donald J. Fitzpatrick,Attn.: Mr. Donald J. Fitzpatrick
52729,2,MOLL & BITTERICH,,D-76810 Landau/Pfalz,,,,,,,,,,,,8/8/2014,D,Postfach 20 80,Postfach 20 80
52733,1,"BOZICEVIC, FIELD & FRANCIS LLP",,201 Redwood Shores,"Parkway, Suite 200","Redwood City, CA 94065",,,,,,,,USA,,1/24/2017,D,Attn. Ms. Janene Bigham,Attn. Ms. Janene Bigham
52736,2,DONG WON,,K.P.O. Box 191,Seoul 110-601,Korea,,,,,,,,KR,,8/8/2014,D,Attn.: Mr. Tae Ryoun Chung,Attn.: Mr. Tae Ryoun Chung
52740,2,GLOBAL DOMAINE SOLUTIONS,,"810 Baker St., Suite 209","Costa Mesa, CA 92626",,,,,,,,,,,8/8/2014,D,Attn.: Ms. Marlene B. Melby,Attn.: Ms. Marlene B. Melby
52743,2,"BUILDING BRANDS, INC.",,801-B Eurovilla I,Legaspi Village,Makati City,,,,,,,,PH,,8/8/2014,P,Attn.: Ms. Nanette Medved,Attn.: Ms. Nanette Medved
52747,2,BOWMAN AND BROOKE LLP,,Riverfront Plaza West Tower,901 East Byrd Street,Suite 1500 Richmond VA 23219-4027,,,,,,,,USA,,8/8/2014,D,Attn.: Mr. John R. Owen,Attn.: Mr. John R. Owen
52751,2,ESEC MANAGEMENT SA,,"Hinterbergstrasse 32,",CH-6330 Cham,Switzerland,,,,,,,,SW,,8/8/2014,D,Attn.: Urs Falk,Attn.: Urs Falk
52754,2,"SWANSON & BRATSCHUN, L.L.C.",,Denver Technological Center,8400 East Prentice Ave. Suite 200,"Englewood, Colorado 80111, U.S.A.",,,,,,,,USA,,8/8/2014,D,"Attn.: Mr. Thomas D. Bratschun, Esq.","Attn.: Mr. Thomas D. Bratschun, Esq."
52757,2,"J. LO & CO., SOLICITORS",,21st Flr. Lokville Commercial Bldg.,"No. 27 Lock Road, Tsimshatsui","Kowloon, Hong Kong SAR",,,,,,,,HK,,8/8/2014,D,,
52760,2,THE PRUDENTIAL INSURANCE CO. OF AMERICA,,Two Gateway Center,"17th Floor, Newark NJ 07102-5096",,,,,,,,,USA,,8/8/2014,D,Attn.: Ms. Maribel Figueredo,Attn.: Ms. Maribel Figueredo
52763,2,"E*TRADE SECURITIES, INC.",,Attn.: Accounts Payable,P.O. Box 3370,"Arlington, VA 22203",,,accountspayable@etrade.com,,,,,USA,,8/8/2014,D,Randi C. Rothwell,Randi C. Rothwell
52766,2,ABB ALSTOM POWER,,2000 Day Hill Road,P.O. Box 500,"Windsor, Connecticut 06095-0500 U.S.A",,,,,,,,USA,,8/8/2014,D,Patent Services,Patent Services
52769,2,EBEL INTERNATIONAL,,Av. F. Canaval Moreyra 345,"San Isidro, Lima, Peru",,,,,,,,,AL,,8/8/2014,D,Attn.: Mr. Angel Acevedo,Attn.: Mr. Angel Acevedo
52773,2,ATENEO DE MANILA UNIVERSITY,,Loyola Heights,Quezon City,,,,,,,,,,,8/8/2014,P,Attn.: MR. JOSE M. SANTOS,Attn.: MR. JOSE M. SANTOS
52775,2,ISHII PATENT OFFICE,,Kitahama Yamamoto Bldg.,"3-6, Kitahama 2-chome","Chuo-ku, Osaka 541-0041 JAPAN",,,,,,,,JPN,,8/8/2014,D,Attn.: K. Ishii,Attn.: K. Ishii
52778,2,PACIFIC PATENT,," P.O. BOX 1547--JKP 10015, BAPINDO PLAZA","TOWER II, JL. JEND SUDIRMAN KAV.","54-55 JAKARTA 12190, INDONESIA",,,,,,,,ID,,8/8/2014,D,JUNIATY R. SETIAWAN,JUNIATY R. SETIAWAN
52781,2,OFUSA & TANIYAMA PATENT AND LAW OFFICE,,"AKASAKA-KOYO Bldg., 4th Floor.","1-4-6, Akasaka, Minato-ku","Tokyo 107-0052, Japan",,813-5545-0478,tak-t@taniyamapat.jp,,,813-5545-0477,,JPN,,8/8/2014,D,,
52783,2,AMR PARTNERSHIP (formerly AMROOS & PARTNERS),,"Gandaria 8, 3rd Floor Unit D",Jl. Sultan Iskandar Muda (Arteri Pondok Indah),Jakarta 12240 - Indonesia,,(?) 29036672-75,"pat@amr.co.id,",,,(?) 29036668,,ID,,8/8/2014,D,,
52785,2,FUTABA DENSHI KOGYO KABUSHIKI KAISHA,,"629 Oshiba, Mobara","Chiba, Japan",,,,,,,,,JPN,,8/8/2014,D,,
52787,2,MINTER ELLISON,,"AMP BLDG., 1 KING WILLIAM STREET"," GPO BOX 1272, ADELAIDE SA", 5001 AUSTRALIA,, 08 8212 7518, SUSAN.COLLINS@MINTERS.COM.AU,,,08 8233 5415,,AUS,,8/8/2014,D,SUSAN COLLINS,SUSAN COLLINS
52790,2,MERKENBUREAU BOUMA,,"Bursplein 37, Postbus 30177",3001 DD Rotterdam,The Netherlands,,,,,,,,NL,,8/8/2014,D,,
52793,2,MASUDA & EJIRI,,"399 Park Avenue,","18th Flr. New York , New York 10022-4689",U. S. A.,,,,,,,,USA,,8/8/2014,D,Attn.: MR. JUNJI MASUDA,Attn.: MR. JUNJI MASUDA
52796,2,"COOK, ALEX, McFARRON, MANZO, CUMMINGS & MEHLER, LTD.",,200 West Adams Street,Suite 2850,"Chicago, IIlinois 60606",,,,,,,,USA,,8/8/2014,D,,
52800,2,BALDWIN SHELSTON WATERS,,60 Margaret Street,"Sydney, NSW 2000",Australia,,,,,,,,AUS,,8/8/2014,D,Attn.: Mr. Ivan Rajkovic,Attn.: Mr. Ivan Rajkovic
52803,2,ARIGA PATENT OFFICE,,"Kawabe Shinjuku-Gyoenmae Bldg.,","8F, 4-16-3 Yotsuya Shinjuku-ku,",Tokyo 160-0004,,,,,,,,JPN,,12/3/2018,D,,
52805,2,"ECI TELECOM, LTD.",,30 HASIVIM STREET,PETACH TIKVA 49517,ISRAEL,,,,,,,,ISR,,8/8/2014,D,,
52809,2,OKUDA & ASSOCIATES,,"10th Flr., Osaka Securities Exchange Bldg.","1-8-16, Kitahama, Chuo-ku",Osaka 541-0041,Japan,6-4707-1712,okudapat@dd.iij4u.or.jp,,,6-4707-1710,,JPN,,8/8/2014,D,Attn.: Mr. Seiji Okuda,Attn.: Mr. Seiji Okuda
52813,2,"PLASTRO IRRIGATION SYSTEMS, LTD.",,c/o Simon Lavie Patent Attorneys Office,Herzog St. 21 Jerusalem 92387,,,972-2-566-6050,info@simonlavie.com,,,,,ISR,,8/8/2014,D,,
52817,2,IP Firm SHUWA,"(formerly SERA, TOYAMA, MATSUKURA & KAWAGUCHI)","Acropolis 21 Bldg., 8th Floor","4-10, Higashi Nihonbashi 3-chome","Chuo-ku, Tokyo, 103-0004, Japan",,813-5643-0025,info@shuwa.net,,,813-5643-1090,,JPN,,4/22/2015,D,SHUYA KOHHARA,SHUYA KOHHARA
52820,2,BBDO/GUERRERO ORTEGA,,24th Fl. 6750 Ayala Avenue,Makati City,,,,,,,,,PH,,8/8/2014,P,Attn.: Ms. April Sim,Attn.: Ms. April Sim
52823,2,"FORD MOTOR COMPANY PHILS., INC.",,#1 American Road,Greenfield Automotive Park-SEZ,"Santa Rosa, Laguna 4026",,,,,,,,PH,,8/8/2014,P,Attn.: Mr. Alan Sherburne,Attn.: Mr. Alan Sherburne
52826,2,"OCEAN ENERGY & WATER, INC.",,2001 S. Russel,P.O. Box 5024,"Missoula, Montana 59806",,,,,,,,,,8/8/2014,D,Attn.: Mr. David Rodli,Attn.: Mr. David Rodli
52830,2,JOHNSON & JOHNSON CONSUMER FRANCE,,1 Rue Camille Desmoulins,"TSA 50008, 92787",92787 Issy-Les-Moulineaux,"Cedex 9, France",(33) 1 55 69 81 89,,,,(33) 1 55 69 81 88,,FR,,8/8/2014,D,,
52833,1,"SKY INTERNATIONAL, INC.",,10F Sky 1 Tower,#68 Dasmarinas St.,"Binondo, Manila",,242-2257; 242-2059,,,,,,PH,,8/8/2014,P,Anita Olivarez,Anita Olivarez
52836,2,"TYCO INTERNATIONAL ASIA, INC.",,163 Penang Road,#07-04A Winsland House II,Singapore,,,,,,,,SG,,8/8/2014,D,Attn.: Mas Trudel,Attn.: Mas Trudel
52840,2,"JAMES, HOYER, NEWCOMER, FORIZS & SMILJANI P.A.",,4830 West Kennedy Boulevard,"Tampa, Florida",33609,,,,,,,,USA,,8/8/2014,D,,
52844,2,PFIZER INTERNATIONAL CORPORATION,,Attn.: Mr. Peter Cunnane,Animal Health Div. 19/F Ploenchit Center,2 Sukhumvit Road,"Klongtoey, Bangkok 10110, Thailand",(212) 573-2273,,,,,,TH,,8/8/2014,D,,
52847,2,VITASOY INTERNATIONAL HOLDINGS LTD.,,Attn.: Ms. Paggie Tong,1 Kin Wong Street,"Tuen Mun, New Territories",Hong Kong,,paggiet@vitasoy.com,,,,,HK,,8/8/2014,D,,
52850,2,"MARRIOTT  INTERNATIONAL, INC.",,CORPORATE  HEADQUARTERS,"MARRIOTT DRIVE, DEPT. 52/923","WASHINGTON, D.C. 20058",,301/380-6727,,,,301/380-8560,,USA,,8/8/2014,D,JULIE STEWART,JULIE STEWART
52853,2,"E'MAX JAPAN CO., LTD.",,"NOMURA BLDG. 39/F , 1-26-2, NISHISHINJUKU","SHINJUKUKU, TOKYO 163-0539",JAPAN,,(813) 5325-6428,,,,,,JPN,,8/8/2014,D,HIDEAKI WATASE,HIDEAKI WATASE
52854,2,JOHNSON & JOHNSON,,ONE JOHNSON & JOHNSON PLAZA,"NEW BRUNSWICK, N. J. 08933-7001",U.S.A.,,,,,,,,USA,,8/8/2014,D,MR. LAURENCE S. RICKLES,MR. LAURENCE S. RICKLES
52856,2,TAN PENG CHIN & PARTNERS,,Attn.: Mr. Toh See Kiat,9 Battery Road #18-08 Straits Trading Bldg.,Singapore 049910,,,,,,,,SG,,8/8/2014,D,,
52859,2,"INDEPENDENCE TECHNOLOGIES, LLC",,c/o Johnson & Johnson Trdmk Dept.,One Johnson & Johnson Plaza,"New Brunswick, New Jersey 08933",U. S. A.,(732) 524-6341,,,,(732) 524-2852,,USA,,8/8/2014,D,LAURENCE RICKLES,LAURENCE RICKLES
52859,2,"INDEPENDENCE TECHNOLOGIES, INC.",,"JOHNSON & JOHNSON, ONE JOHNSON & JOHNSON  PLAZA","New Brunswick, New Jersey 08933",U.S.A.,,(732) 524-6341,,,,(732) 524-2852,,USA,,8/8/2014,D,LAURENCE S. RICKLES,LAURENCE S. RICKLES
52863,2,"INDUSTRIAS Y CONFECCIONES, S.A. INDUYCO",,"Depto, Patentes y Marcas","Tomas Breton, 62 28045","Madrid, Spain",,,,,,,,ES,,8/8/2014,D,Attn.: MR. P. PANIZO ROBLES,Attn.: MR. P. PANIZO ROBLES
52864,2,GALLAGHER & KENNEDY,,2575 EAST CAMELBACK ROAD,"PHOENIX, ARIZONA 85016-9225",U. S. A.,,(602)530-8500,WWW.GKNET.COM,,,(602) 530-8000,,USA,,8/8/2014,D,JOHN D. TITUS,JOHN D. TITUS
52867,2,LEONARD STREET AND DEINARD,,150 South Fifth Street,"Suite 2300, Minneapolis",MN 55402 U. S. A.,,,,,,,,USA,,8/8/2014,D,"Attn.: Eric S. Paulsrud, Esq.","Attn.: Eric S. Paulsrud, Esq."
52871,2,"POLSTER, LEIDER, WOODRUFF & LUCCHESI, L.C.",,Suite 230,763 South New Ballas Road,"St., Louis Missouri 63141-8750",,,,,,,,USA,,8/8/2014,D,,
52874,2,TIBOTEC N.V.,,Intercity Business Park,"Mechelen Noord, zone L, Gen de Wittelaan 11B-3",2800 Mechelen Belgium,,,,,,,,BEL,,8/8/2014,D,Frank Daelmans,Frank Daelmans
52875,2,JANSSEN SCIENCES IRELAND UC,J&J Patent Law Department,"Eastgate Village, Eastgate","Little Island, Co Cork",VAT nr: IE 9707191E,IR, 15 275 478,ip@tibbe.jnj.com,,, 15 293 100,,IR,,11/9/2017,D,,
52877,2,"CARELLA, BYRNE, CECCHI, OLSTEIN, BRODY & AGNELLO, P.C.",,5 Becker Farm Road,2nd Floor,"Roseland, NJ 07068",USA,(973) 994-1744,,,,(973) 994-1700,,USA,,3/12/2015,D,WILLIAM SQUIRE,WILLIAM SQUIRE
52880,2,"BLISS MCGLYNN, P.C.",,2075 West Big Beaver Road,"Suite 600, Troy Michigan 48084",U.S.A.,,,,,,,,USA,,8/8/2014,D,Attn.: Mr. Gerald F. McGlynn III,Attn.: Mr. Gerald F. McGlynn III
52900,2,"BRINKS, HOFER, GILSON & LIONE",,"NBC TOWER, SUITE 3600",455 N. CITYFRONT PLAZA DRIVE,"CHICAGO, ILLINOIS 60611-5599",,,,,,,,USA,,8/8/2014,D,,
52904,2,HOLLAND & KNIGHT LLP,,"Attn.: Scott  Peterson, Esq.",131 South Dearborn Street,"30th Floor, Chicago, Illinois 60603",U. S. A.,,,,,,,USA,,8/19/2019,P,,
52906,2,HOLLAND & KNIGHT LLP,,"Attn.: Phillip Baker-Shenk, Esq.",2099 Pennsylvania Ave.,"NW Washington, D. C. 20006",,202-955-5564,,,,,,USA,,8/8/2014,D,,
52907,2,SAKAGUCHI PATENT OFFICE,,"500-1-3-710, Hongo-cho","Funabashi-shi, Chiba","273-0033, JAPAN",,047(336)1552,,,,047(332)8722,,JPN,,8/8/2014,D,SHOZO SAKAGUCHI,SHOZO SAKAGUCHI
52910,2,LESLIE YORK ARNOLD,,34 PINEWOOD IRVIN,CA 92604,U.S.A.,,,,,,,,USA,,8/8/2014,D,LESLIE YORK ARNOLD,LESLIE YORK ARNOLD
52913,2,"RENNER, KENNER, GREIVE, BOBAK, TAYLOR & WEBER",,2400 Center Ridge Road,"Suite 280, Westlake, Ohio 44145",U. S. A.,,,,,,,,USA,,8/8/2014,D,,
52917,2,"BRINKS, HOFER, GILSON & LIONE",,NBC Tower - Suite 3600,455 N. Cityfront Plaza Drive,"Chicago, IL 60610",,,,,,,,USA,,8/8/2014,D,"MELVIN F. JAGER, Esq.","MELVIN F. JAGER, Esq."
52918,2,ABITZ & PARTNER,,D-81628  MUNCHEN,GERMANY,,,4989 984037,,,,4989 9989 040,,GER,,8/8/2014,D,,
52920,2,MAKITA CORPORATION,,Intellectual Property Division,"3-11-8, Sumiyoshi-cho","Anjo, Aichi 446-8502",,,patent@mj.makita.co.jp,,,,,JPN,,10/19/2015,D,M. Yamaguchi,Ms. Masayo Yamaguchi
52924,2,KIRTON McCONKIE,,1800 Eagle Gate Tower,60 East South Temple,Salt Lake City Utah 84145-0120,,,,,,,,USA,,8/8/2014,D,Dale E. Hulse,Dale E. Hulse
52926,2,"ROBERTS, ABOKHAIR & MARDULA",,"1180 Sunrise Valley Drive, Suite 1000","Reston,  Virginia  20191",U.S.A.,,201.969-9190,,,,201.969.9659,,USA,,8/8/2014,D," JOHN K.  ABKOHAIR, ESQ."," JOHN K.  ABKOHAIR, ESQ."
52928,2,"STINSON, MORRISON, HECKER LLP",,1850 North Central Avenue,"Suite 2100, Phoenix","Arizona 85004-4584, U.S.A.",,(602) 240-6925,,,,(602) 279-1600,,USA,,8/8/2014,D,Rhonda K. Snyder,Rhonda K. Snyder
52931,2,EZYHEALTH ASIA-PACIFIC PTE. LTD.,,"73 Science Park Drive,  #B1-03/04, Cintech 1",Singapore Science Park.,Singapore 118254,,,,,,,,SG,,8/8/2014,D,,
52933,2,"FORD GLOBAL TECHNOLOGIES, LLC",,c/o Brooks & Kushman P.C.,"1000 Town Center, 22nd Floor","Southfield, Michigan 48075",,(248) 352-8213,,,,,,USA,,8/8/2014,D,Maria F. Angileri,Maria F. Angileri
52936,2,WILLIAM JONES,,"Willow  Lane House, Willow  LAne",Norwich IEU,London,,,,,,,,UK,,8/8/2014,D,William Jones,William Jones
52940,2,"ZERO  GRAVITY, INC.",,Attn.:  Mr. Scott Gibson,1563 Mahogany Street,"Dasmarinas Village, Makati City",,,,,,,,PH,,8/8/2014,P,,
52945,2,"FAEGRE & BENSON, LLP",,"2200 NORTWEST CENTER, 90 SOUTH","7TH STREET, MINNEAPOLIS","MN, U.S.A.",,(612) 334-3312,,,,(612) 334-3222,,USA,,8/8/2014,D,DOREENE BERNING,DOREENE BERNING
52948,2,PROCTER AND GAMBLE ASIA PTE. LTE,,150 Beach Road,#08-00 The Gateway West,Singapore 189720,,,,,,,,SG,,8/8/2014,D,,
52951,2,IBIS,,1107 B. TEKTITE TOWER WEST,ORTIGAS CENTER,PASIG CITY,,,,,,,,PH,,8/8/2014,P,,
52954,2,SELITTO & ASSOCIATES,,"100 PLAINFIELD AVENUE, SUITE 7","P.O. BOX 1477, EDISON, NEW JERSEY 08818-1477",U.S.A.,,(732) 777-0204,,,,(732) 777-9050,,USA,,8/8/2014,D,RALPH W. SELITTO,RALPH W. SELITTO
52957,2,RICHARD BUTLER,,"20th Floor, Alexandra  House",16-20 Chater Road,Hong Kong,,28101648,,,,25079890,,HK,,8/8/2014,D,Steven Birt,Steven Birt
52960,2,OHASHI PATENT OFFICE,,Eisendo Bldg.,"6-2-1, Honkomagome, Bunkyo-ku","Tokyo 113-0021, Japan",,(03)3945-6025,OHASHI P @SDIN.OR.JP,,,(03)3945-2628,,JPN,,8/8/2014,D,,
52963,2,"CASINO ESTABLISHMENTS  ECONOMIQUES DU CASINO, ETC.",,24 Rue de La Montat,4200 Saint Etienne,FRANCE,,,,,,,,FR,,8/8/2014,D,,
52966,2,"MORGAN MARKENARTIKEL, ET AL.",,"Kirchberg 24, A-4062 Thening",AUSTRIA,,,,,,,,,AU,,8/8/2014,D,,
52969,2,"HOWISON & ARNOTT, LLP.",,Two Lincoln Centre,"5420 LBJ Freeway, Suite 660","Dallas, Texas 75240-2318",,(972) 479-0464,JARNOTT@DALPAT.COM.,,,(972) 479-0462,,USA,,8/8/2014,D,,
52972,2,JOHNSON & JOHNSON  PACIFIC PTY. LTD.,,LOCKED Mail Bag No. 5,"Botany, NSW 1455,",Australia,,,,,,,,AUS,,8/8/2014,D,,
52975,2,"CITIZEN HOLDINGS CO., LTD",,Intellectual Property Dept. Trademark Section,"1-12, 6-chome, Tanashi-cho",Nishi-tokyo-shi,"Tokyo, 188-8511, Japan",81-42-468-4651,,,,,,JPN,,8/8/2014,D,,
52977,2,"DUANE, MORRIS & HECKSCHER LLP",,,30 South 17th Street,"Philadelphia, PA 19103-4196",,215.979.1020,,,,215.979.1466,,USA,,8/8/2014,D,,
52980,2,ALSTON & BIRD LLP.,,"(Formerly Walter, Conston, Alexander & Green, P. C",Bank of  America Plaza,"101 South Tryon Street, Suite 4000","Charkotte, NC 28280-4000",(212) 210-9444,mbarber@alston.com,,,,,USA,,8/8/2014,D,,
52983,2,"CODMAN & SHURTLEFF, INC.",,c/o Johnson & Johnson Trdmk. Dept.,One Johnson & Johnson Plaza,"New Brunswick, New Jersey 08933",U. S. A.,,,,,,,USA,,8/8/2014,D,,
52985,2,NIXON PEABODY LLP,,Clinton Square,Post Office Box 31051,"Rochester, New York 14603-1051",U. S. A.,(716) 263-1600,,,,(716) 263-1065,,USA,,8/8/2014,D,,
52988,2,KOHDA PATENT OFFICE,,5th Fl. Nakamura Bldg.,24-11 Shinbashi 4-chome,"Minato-ku, Tokyo 105",Japan,,,,,,,JPN,,8/8/2014,D,,
52991,2,SUNCREST PATENT AND TRADEMARK ATTORNEYS,,"12TH Flr., Kobe Isuzu Recruit Bldg.","2-2, Kumoidori 4-chome, Chuo-ku",Kobe 651 Japan,,0 78-272-2242,kobe-office@suncrest-pat.com,,,,,JPN,,8/8/2014,D,,
52992,2,JOHNSON & JOHNSON,,ONE JOHNSON & JOHNSON PLAZA,"NEW BRUNSWICK, NJ 08933-7003",UNITED STATES AMERICA,,,,,,,,USA,,8/8/2014,D,,
52994,2,"DEPUY, INC.",,c/o Johnson & Johnson Adm. Billing Section,One Johnson & Johnson Plaza,New Brunswick NJ 08933,U. S. A.,,,,,,,USA,,8/8/2014,D,,
52997,2,LATHROP & CAGE,,2345 Grand Boulevard,"Suite 2800, Kansas City",Missouri 64108-2612,,,,,,,,USA,,8/8/2014,D,,
53000,2,SHAW PITTMAN,,Attn.: Ms Kathy McKnight,2300 N. Street,"N. W. Washington, D. C.",20037-1128 U. S. A.,,,,,,,USA,,8/8/2014,D,,
53002,2,"LEVENTHAL, SENTER & LERMAN PLLC",,"Suite 600, 2000 K Street,",N. W. Washington D. C.,20006-1809 U.S.A.,,,,,,,,USA,,8/8/2014,D,,
53005,2,WILMER CUTLER PICKERING HALE AND DOOR LLP,,339 Park Avenue,"New York, New York 10022",U.S.A,,,,,,,,USA,,8/8/2014,D,,
53007,2,SPEEDFAM-IPEC CORPORATION,,305 NORTH 54TH STREET,"CHANDLER, ARIZONA 85226",U.S.A,,,,,,,,USA,,8/8/2014,D,,
53019,2,BARNES & THORNBURG LLP,,"1717 Pennsylvania Avenue, N.W.  Suite 500","Washington, D.C. 20006-4623",U.S.A.,U. S. A.,(202) 289-1330,joe.lewis@btlaw.com,,,202-289-1313,,USA,,8/8/2014,D,,
53022,2,BELL BOYD & LLOYD,,Three First National Plaza,70 West Madison Street,"Suite 3300, Chicago, Illinois 60602-4207",U. S. A.,,,,,,,USA,,8/8/2014,D,,
53024,2,PIPER MARBURY RUDNICK & WOLFE,,203 NORTH LA SALLE,"CHICAGO, IL 60601-1293",U.S.A.,, (312) 236-7516,,,,,,USA,,8/8/2014,D,,
53027,2,TYCO-PIECO CORPORATION,,2242 Don Chino Roces Avenue,Makati City,,,,,,,,,PH,,8/8/2014,P,,
53031,2,"PRL INTERNATIONAL, INC.",,Mr. Avery Fischer,625 Madison Avenue,"12th Floor, New York, NY 10022",,,,,,302-778-1007,,USA,,8/8/2014,D,Emily.Singer@PoloRalphLauren.com,Emily.Singer@PoloRalphLauren.com
53034,2,"SCHIFF, HARDIN & WAITE",,6600 Sears Tower,"Chicago, Illinois 60606-6473",U.S.A.,,312 (876-0898),,,,,,USA,,8/8/2014,D,,
53037,2,"KINETICS GROUP, INC.",,2805 Mission College Boulevard,"Santa Clara, CA 95054",U.S.A.,,9778-454-6094,,,,,,USA,,8/8/2014,D,,
53040,2,"KLEINBERG & LERNER, LLP",,"1875 Century Park East, Suite 1150","Los Angeles, California 90067-3112",U.S.A.,,(310) 557-1540,,,,(310) 557-1511,,USA,,8/8/2014,D,Marshall A. Lerner,Marshall A. Lerner
53043,2,YAMADA PATENT OFFICE,,THE TANABE BUILDING,"6-6 FUSHIMIMACHI 2-CHOME, CHUO-KU","OSAKA 541, JAPAN",,816-6229-9675,,,,816-6226-0531,,JPN,,8/8/2014,D,,
53046,2,BORDEN,,2-8 JAMES STREET,LEVERTON NORTH VIC,3026 AUSTRALIA,,,,,,,,AUS,,8/8/2014,D,,
53047,2,HELER   EHRMAN,,275 MIDDLEFIELD ROAD,MENIO PARK CA 94025-3506,U.S.A.,,(650) 324-0638,,,,,,USA,,8/8/2014,D,,
53049,2,THE COCA-COLA CO.,,"c/o Sutherland, Asbill & Brenan LLP",999 Peachtree Street,"Atlanta, GA 30309-3996",,404-598-3209,,,,404-676-3209,,USA,,8/8/2014,D,,
53058,2,"ALPHARMA, ApS",,"Dalslandsgrade 11,",P.O. Box 1736 2300 Copenhagen S,Denmanrk,,(201)592-1481,Frances.Policastro@alpharma.co,,,,,DE,,8/8/2014,D,MICHAEL BLUM,MICHAEL BLUM
53061,2,SHIMIZU INTERNATIONAL PATENT,,"Yasuda Jinbocho 305,",11-1 Kanda Jinbocho 3-chome,"Chiyoda-ku, Tokyo 101-0051, Japan",,8136261-5846,S.IPO@MWA.BIGLOBE.NE.JP,,,813-6261-5844,,JPN,,6/20/2019,D,,
53063,2,CLAYTON UTZ,,"1 O'Connell Street,",Sydney NSW 2000,Australia,,? 8220 6700,amarinos@claytonutz.com,,,? 9353 4781,,AUS,,8/8/2014,D,Alexia Marinos,Alexia Marinos
53069,2,NEW YORK LIFE INSURANCE,,28th Fl. PBCom Tower,Ayala cor. Herrera St.,"Salcedo Village, Makati City",,,,,,,,PH,,8/8/2014,D,,
53072,2,"HEINZ UFC PHILIPPINES, INC.",,12/F Centerpoint Condominium,Garnet Rd. cor Julia Vargas Ave.,"Ortigas Center, Pasig City",,,,,,,,PH,,8/8/2014,P,,
53075,2,"BROWN, RAYSMAN, MILLSTEIN, ET AL.",,900 Third Avenue  20th Floor,"New York, New York 10022",U.S.A.,,(212) 895-2900,shicks@brownraysman.com,,,(212) 895-2046,,USA,,8/8/2014,D,,
53077,2,"MAYER, BROWN LLP",,71 S. Wacker Drive,"Chicago, Illinois 60606",U.S.A.,,,madams@mayerbrown.com,,,,,USA,,8/8/2014,D,,
53083,2,"MCBRIDE, BAKER & COLES",,"500 W. Madison St., Ste. 8000","Chicago, IL 60661-2511",,,,,,,,,USA,,8/8/2014,D,,
53086,2,LeClairRyan LLP,,"44 Montgomery St., 18th Floor","San Francisco, CA 94104, U.S.A.",,UNITED STATES OF AMERICA,415-391-8766,Diane.Mason@leclairryan.com,,,,,USA,,8/8/2014,D,,
53089,2,UNISYS CORPORATION,,"Attn.: Stephanie E. Thier, Esq.","Unisys Corporation, Unisys Way (MS E8-114)","Blue Bell, PA 19424 U.S.A",,,,,,,,USA,,8/8/2014,D,,
53093,2,STENIEL MANUFACTURING CORPORATION,,"Gateway Business Park, Javalera","Gen. Trias, Cavite City",,,,,,,,,PH,,8/8/2014,D,,
53096,2,NOVARTIS PHARMA,,Patent & Trademark Department,CH-4002 Basel,Switzerland,,,,,,,,SW,,8/8/2014,D,,
53100,2,LAW OFFICES OF THOMAS SCHNECK,,"P.O. BOX 2-E,  San Jose, California",95113-2303,,,(408) 297 -9748,,,,(408) 297-9733,,USA,,8/8/2014,D,,
53113,2,JACK A. KANZ,,502 SO. COTTONWOOD DRIVE,"RICHARDSON, TEXAS 75080",U.S.A.,,972-234.5171,,,,972-234.1394,,USA,,8/8/2014,D,JACK KANZ,JACK KANZ
53119,2,WINSTEAD SECHREST  & MINICK,,5400 RENAISSANCE TOWER,1201 ELM STREET,"DALLAS, TEXAS",, 214/745-5390,,,,,,USA,,8/8/2014,D,,
53121,2,BUTZEL LONG,,32605 WEST TWELVE MILE ROAD,SUITE 250 FARMINGTON HILLS,MI 48334-3339,,,,,,,,USA,,8/8/2014,D,,
53123,2,"JOHNSON & JOHNSON  VISION CARE, INC.",,"c/o Trademark Dept., Adm Billing Section",One Johnson & Johnson Plaza,"New Brunswick, New Jersey 08933",U. S. A.,,,,,,,USA,,8/8/2014,D,,
53126,2,MALINA & WOLSON,,60 East 42nd Street,"New York, NY 10165",U. S. A.,,212-983-8421,,,,212-986-7410,,USA,,8/8/2014,D,,
